animal_id,found_location
A758162,Outside Jurisdiction
A734009,3204 Manchaca in Austin (TX)
A742596,Austin (TX)
A766829,5400 Freidrich Lane in Austin (TX)
A707011,924 Shady Lane in Austin (TX)
A731940,Westminster Dr & Northridge Dr in Austin (TX)
A758796,1903 Willow Street in Austin (TX)
A712833,Thrasher Lane in Austin (TX)
A688965,1413 Muddy Waters Dr in Pflugerville (TX)
A691425,4106 N.Lamar in Austin (TX)
A725283,515 City Park Rd in Pflugerville (TX)
A756028,51St Street in Austin (TX)
A719575,Riverside And  Parker Ln in Austin (TX)
A736005,1601 E Slaughter Ln in Austin (TX)
A714351,Austin (TX)
A697478,5107 Edenbourgh in Austin (TX)
A703340,Austin (TX)
A699079,Rosewood Ave And Chestnut Ave in Austin (TX)
A749642,4900 Goldbridge Dr in Austin (TX)
A670660,10607 Georgian Dr in Austin (TX)
A694984,Austin (TX)
A707217,10 Casa Verde in Lakeway (TX)
A758560,Austin (TX)
A724316,Austin (TX)
A758416,Austin (TX)
A724692,Mountain Quail Rd & Thornridge Rd in Austin (TX)
A733155,12416 Cielo Grande St in Del Valle (TX)
A699772,5200 Knight Cir in Austin (TX)
A691045,2200 Caldwell in Travis (TX)
A741918,1601 E Slaughter Ln in Austin (TX)
A664468,23107 Fulkes Ln. in Austin (TX)
A749197,132111 Bennington in Austin (TX)
A759232,Outside Jurisdiction
A448020,1901 Chicon in Austin (TX)
A757193,1817 East Oltorf in Austin (TX)
A664770,6808 Felipe Dr in Austin (TX)
A743602,Austin (TX)
A666138,9920 Quail Blvd in Austin (TX)
A666467,7100 N 35 in Austin (TX)
A754728,6900 Block Of Burleson Manor Rd in Travis (TX)
A678824,Austin (TX)
A714848,5301 Stassney Ln in Austin (TX)
A667299,7Th/Pleasant Valley in Austin (TX)
A678282,601 Harris Ave in Austin (TX)
A738303,900 Broken Feather Trl in Austin (TX)
A697651,Austin (TX)
A684979,Austin (TX)
A668225,8616 Cullen Rd in Austin (TX)
A716076,1000 Ellingson in Austin (TX)
A728159,3600 Marcae Ct in Austin (TX)
A657495,Austin (TX)
A746453,1201 Lady Bird Ln #118 in Austin (TX)
A708879,812 Hwy And Piland Triangle in Del Valle (TX)
A750592,103 Yacht Club Cove in Travis (TX)
A741812,4194 Travis Country Cir in Austin (TX)
A693120,Austin (TX)
A761254,Montopolis And Vera in Austin (TX)
A710031,Redwater Dr And Manchaca Rd in Austin (TX)
A695673,Austin (TX)
A739561,1432 Biscay Dr in Austin (TX)
A690734,7201 Levander Loop in Austin (TX)
A667632,Stassney And Congress Ave in Austin (TX)
A681165,Austin (TX)
A720109,1920 E Riverside Dr in Austin (TX)
A713533,Austin (TX)
A749074,11509 Mayo in Austin (TX)
A716876,Southland Dr And Delcrest in Austin (TX)
A750063,Austin (TX)
A683183,Austin (TX)
A751761,9400 Blocker Lane in Austin (TX)
A752057,745 Bastrop Highway in Austin (TX)
A729909,7101 Ed Bluestein Blvd in Austin (TX)
A680939,2003 Ouida Dr in Austin (TX)
A696595,7201 Levander Loop in Austin (TX)
A706128,Fm 1825 And Sarah'S Creek Dr in Pflugerville (TX)
A686046,12901 N Ih 35 #1100 in Austin (TX)
A764851,Austin (TX)
A704220,1016 W Stassney Ln in Austin (TX)
A688734,5725 Trelawney in Austin (TX)
A700210,E Anderson Ln And Cameron Rd in Austin (TX)
A701401,Thome Valley & Tabby Cv in Austin (TX)
A718235,4434 Frontier Trail in Austin (TX)
A743329,Austin (TX)
A731452,Schmidt Ln And Anderson Rd in Manor (TX)
A682099,4310 Ramsey Ave in Austin (TX)
A745239,401 Tawny Dr in Austin (TX)
A752640,10000 Research Blvd in Austin (TX)
A733353,1109 S Pleasant Valley Rd in Austin (TX)
A719699,6263 Mcneil Dr in Austin (TX)
A748514,38Th St And Guadalupe St in Austin (TX)
A755330,9200 North Plaza in Austin (TX)
A685438,2007 Conestoga in Austin (TX)
A746538,2204 Fair Oaks Dr in Austin (TX)
A750967,3227 E 5Th St in Austin (TX)
A757588,5208 Diwa Circle in Del Valle (TX)
A760805,8608 Evelyn Road in Travis (TX)
A764742,Manor (TX)
A716799,Austin (TX)
A669277,Hatley And Inwood Circle in Rollingwood (TX)
A691345,Austin (TX)
A686092,Austin (TX)
A749384,12186 Runnining Bird Lane in Austin (TX)
A733153,2300 W Northloop Blvd in Austin (TX)
A766019,Pflugerville (TX)
A707301,1906 Valley Hill Cir #A in Austin (TX)
A713480,20706 Postoak Parkway in Manor (TX)
A679704,12034 Research Blvd in Austin (TX)
A667826,5403 Darlington Ln in Austin (TX)
A753047,Austin (TX)
A708780,Hwy 183 And Manor in Austin (TX)
A766674,Austin (TX)
A669946,1515 Wickersham Ln in Austin (TX)
A713426,Austin (TX)
A703731,1408 Summit St in Austin (TX)
A702496,Santa Rosa And Robert Martinez in Austin (TX)
A739461,1704 E 5Th St in Austin (TX)
A699513,11441 N Ih 35 in Austin (TX)
A762025,2900 N Farm To Market Road 973 in Austin (TX)
A682166,Austin (TX)
A734148,Austin (TX)
A713061,7712 Bellehaven in Austin (TX)
A677085,11629 Timber Heights in Austin (TX)
A686834,3930 Bee Caves Rd. in Austin (TX)
A665923,Austin (TX)
A732475,12166 Metric Blvd in Austin (TX)
A612451,111 E St Johns Ave in Austin (TX)
A752354,2506 Manor Road in Austin (TX)
A754224,Austin (TX)
A762994,Austin (TX)
A760583,Austin (TX)
A685545,1620 E Riverside Dr in Austin (TX)
A691292,7806 Blue Goose Rd in Manor (TX)
A684538,East 6Th St in Austin (TX)
A753931,Austin (TX)
A712280,8905 Wiley Way in Austin (TX)
A765830,2503 East Oltorf in Austin (TX)
A692327,Bluff Springs Rd And Nelms Dr in Austin (TX)
A711833,8714 Fm 812 in Travis (TX)
A724501,Mansfield Park Drive in Austin (TX)
A713928,Austin (TX)
A713029,Austin (TX)
A667424,Creedmoor (TX)
A710971,Pflugerville (TX)
A703438,14400 Harris Ridge Blvd in Pflugerville (TX)
A683260,14811 Chicadee in Pflugerville (TX)
A736213,8300 Viewridge in Austin (TX)
A728136,Austin (TX)
A692603,1708 Shadowview Dr in Austin (TX)
A735963,2815 Hwy 71 E in Travis (TX)
A691044,12069 Dessau Rd in Austin (TX)
A625910,Austin (TX)
A631106,Austin (TX)
A724965,811 E 11Th St #310 in Austin (TX)
A731479,3300 Killingsworth Lane Lot 307 in Travis (TX)
A715288,4808 Scarsdale Ln in Austin (TX)
A731964,Manor (TX)
A731148,9517 Dalewood Dr in Austin (TX)
A739350,8600 Brodie Ln in Austin (TX)
A766204,East 45Th Street And Depew Avenue in Austin (TX)
A750190,Austin (TX)
A731490,1616 W 8Th St in Austin (TX)
A704427,6118 Fairway St in Austin (TX)
A736171,2433 Rutland in Austin (TX)
A734149,Austin (TX)
A682570,54Th/Evans in Austin (TX)
A704562,2800 Bartons Bluff Ln in Austin (TX)
A718046,12601 Bee Caves Pkwy #203 in Travis (TX)
A716050,201 Chicon in Austin (TX)
A737859,Lost Creek Blvd & Sandia Loop in Travis (TX)
A722418,Austin (TX)
A655183,Austin (TX)
A700620,Teri Rd And Freidrich Ln in Austin (TX)
A660098,Austin (TX)
A692201,3209 Barksdale Dr in Austin (TX)
A687224,6001 Shadow Valley Cv in Austin (TX)
A746542,Austin (TX)
A705722,Austin (TX)
A739120,Guadalupe St And W 34Th St in Austin (TX)
A758025,10713 Watchful Fox Drive in Austin (TX)
A665334,6315 Ken Caryl Dr in Austin (TX)
A703962,Austin (TX)
A702882,409 East William Cannon in Austin (TX)
A689856,8312 Beaver Brook Ln in Austin (TX)
A676261,Austin (TX)
A684268,4600 Kind Way in Travis (TX)
A698276,4408 Glomar in Austin (TX)
A676526,Austin (TX)
A694212,21101 Hog Eye Rd in Travis (TX)
A680879,Ih 35 And Slaughter Ln in Austin (TX)
A706061,24806 Long Hollow Trl in Leander (TX)
A677078,Fm 620 And Boulder Ln in Austin (TX)
A712261,Lba Dr in Travis (TX)
A681327,10005 Shively Ln in Austin (TX)
A716526,Austin (TX)
A758258,Manor (TX)
A700566,629 Dalton Ln in Austin (TX)
A723779,Outside Jurisdiction
A722268,Winter Haven Rd And Derby Downs Rd in Austin (TX)
A702839,3721 Rr North 620 in Austin (TX)
A695916,4010 Hwy 1327  Fire Station in Austin (TX)
A765388,2308 Little Tree Bend in Austin (TX)
A672012,Ferguson Dr in Austin (TX)
A676256,2615 Brindle Path in Austin (TX)
A763174,Austin (TX)
A757479,6300 Bluff Springs in Austin (TX)
A703257,9323 Manchaca Rd in Austin (TX)
A726442,2503 E Oltorf St in Austin (TX)
A718692,1803 Broadmoor Dr in Austin (TX)
A733992,Austin (TX)
A685675,6600 Elm Creek Dr in Austin (TX)
A688163,Fm 812/71 in Travis (TX)
A727384,Austin (TX)
A679737,12507 Esplanade in Austin (TX)
A689771,St Elmo in Austin (TX)
A693454,Austin (TX)
A710745,Austin (TX)
A704726,S Pleasant Valley Rd And Anken Dr in Austin (TX)
A723069,Big Sandy in Travis (TX)
A718161,905 W Village in Austin (TX)
A706866,2801 Crest Ave in Austin (TX)
A684717,Austin (TX)
A676453,12315 Cabana Lane in Austin (TX)
A715813,Austin (TX)
A722209,1106 Colony North Dr in Austin (TX)
A740309,409 E William Cannon Dr in Austin (TX)
A607663,Outside Jurisdiction
A681235,9001 Tuscany Way in Austin (TX)
A763073,Austin (TX)
A631529,7100 Crystal Brook in Austin (TX)
A621962,Austin (TX)
A703784,1620 E Riverside Dr in Austin (TX)
A755980,Austin (TX)
A693585,Pearce Ln And Los Cielos Blvd in Del Valle (TX)
A737882,Outside Jurisdiction
A672263,1625 And Cliff Brook in Austin (TX)
A717721,7201 Levander Loop in Austin (TX)
A707856,E 6Th St And Chicon St in Austin (TX)
A751058,8526 Cornwall Dr in Austin (TX)
A487013,5302 Hwy 71 10B in Travis (TX)
A738017,133327 Black Canyon Dr in Austin (TX)
A670595,Austin (TX)
A689899,11901 Springwater Cir in Austin (TX)
A757897,Outside Jurisdiction
A710696,13350 Old Kimbro Rd in Travis (TX)
A710757,4001 N Lamar Blvd in Austin (TX)
A673604,201 Provines Dr in Austin (TX)
A711442,18617 Ulysses S Grant in Travis (TX)
A756940,3107 Pinecrest Drive in Austin (TX)
A690726,5700 S 1St in Austin (TX)
A720217,8708 Coastal Dr in Austin (TX)
A759792,9510 Night Star Drive in Del Valle (TX)
A734682,Del Valle (TX)
A766796,Brownie in Austin (TX)
A750049,7902 Dee Gabriel Collins in Austin (TX)
A765209,Austin (TX)
A688348,8028 Gessner in Austin (TX)
A742313,4370 Mansfield Dam in Travis (TX)
A672481,1201 E Rundberg in Austin (TX)
A714269,8212 Barton Club Dr in Austin (TX)
A765993,Austin (TX)
A763204,600 Barwood Park in Austin (TX)
A671162,2301 S Congress # G in Austin (TX)
A749648,Austin (TX)
A666811,Austin (TX)
A703347,1822 W Braker Ln in Austin (TX)
A699738,9300 Brents Elm Dr in Austin (TX)
A676517,11575 Jollyville in Austin (TX)
A736230,4631 Airport Blvd in Austin (TX)
A743481,Austin (TX)
A721183,Matamoros St And Santa Rita St in Austin (TX)
A729645,5000 Good Wood Side A in Austin (TX)
A732851,21306 Dodge Trl in Lago Vista (TX)
A749908,9801 Decker Lake Rd in Austin (TX)
A687598,Becker Lane And Maha Loop in Travis (TX)
A687381,Austin (TX)
A684303,Austin (TX)
A751546,4630 Westgate in Austin (TX)
A739678,5000 S 1St in Austin (TX)
A681607,6600 Cromarty Ln in Austin (TX)
A704572,2415 West Pecan in Pflugerville (TX)
A758723,2204 Airport Blvd in Austin (TX)
A670551,10801 Old Manchaca in Austin (TX)
A743333,1720 Wells Branch #5104 in Pflugerville (TX)
A695881,E Riverside And Anise Dr in Austin (TX)
A692167,11703 Shoshone in Austin (TX)
A687423,183 And Georgian in Austin (TX)
A749705,Austin (TX)
A714017,7227 E Hwy 290 in Austin (TX)
A731382,Austin (TX)
A753950,106 E 6Th in Austin (TX)
A670719,9900 Roxanna in Austin (TX)
A722090,4600 Saloma Pl in Austin (TX)
A696286,Austin (TX)
A732784,7619 Scenic Brook in Austin (TX)
A679873,1154 Nickols Ave. in Austin (TX)
A756322,14631 Branding Iron Pass in Travis (TX)
A732478,Leander (TX)
A754706,3500 S Congress in Austin (TX)
A692891,5000 Coffee Cup Cove in Austin (TX)
A749580,Pond Springs Rd And Hunters Chase Dr in Austin (TX)
A680182,4800 Quicksilver in Austin (TX)
A720718,21413 Webber Oaks Cv in Travis (TX)
A717186,Austin (TX)
A718924,Austin (TX)
A681218,Austin (TX)
A753134,6000 E Us 290 Hwy in Austin (TX)
A753652,6101 Airport Blvd in Austin (TX)
A726551,203 Winchester Ct in Austin (TX)
A703668,5211 Eilers Avenue in Austin (TX)
A695781,5305 Woodland Oaks Ct in Austin (TX)
A670262,3003 Linnet Dr in Austin (TX)
A721070,Bellflower in Austin (TX)
A741989,Austin (TX)
A747310,Austin (TX)
A726462,5400 Freidrich Ln in Austin (TX)
A719273,710 E Ben White in Austin (TX)
A703326,1905 East William Cannon in Austin (TX)
A758722,2204 Airport Blvd in Austin (TX)
A703807,8718 Fm 812 in Travis (TX)
A720487,Doyle Overton Rd And Hokanson Rd in Travis (TX)
A684716,Austin (TX)
A676345,Austin (TX)
A728994,7917 Brockman St in Austin (TX)
A757336,Outside Jurisdiction
A673929,100500 Redmond Rd in Austin (TX)
A726562,Austin (TX)
A725878,4801 Monterey Oaks Blvd in Austin (TX)
A682000,Austin (TX)
A681019,Colony Creek And Galewood in Austin (TX)
A767945,14607 Highsmith St in Travis (TX)
A724663,12600 Claremont Cir in Del Valle (TX)
A704107,11603 Hidden Quail in Austin (TX)
A544916,9009 Georgian Drive in Austin (TX)
A669780,7200 Kellam in Del Valle (TX)
A663673,Travis (TX)
A739312,14238 Layne Loop in Travis (TX)
A686135,Del Valle (TX)
A693816,Bolm Rd & Gardner Rd in Austin (TX)
A702748,19379 Wilkey Lane in Pflugerville (TX)
A702421,16006 Agua Vista in Austin (TX)
A728865,8616 Costal Dr in Austin (TX)
A694745,Pedernales And E 4Th St in Austin (TX)
A434523,400 W Anderson in Austin (TX)
A674716,Bolm And Springdale in Austin (TX)
A726666,7201 Levander Loop in Austin (TX)
A667927,1806 Somerset Dr in Round Rock (TX)
A732251,9002 Hunters Trace in Austin (TX)
A691641,700 South 1St in Austin (TX)
A668184,Austin (TX)
A694310,12201 Von Quintus Road in Austin (TX)
A720402,Manor And Airport in Austin (TX)
A686974,13904 Old Hwy 20 in Manor (TX)
A691584,Austin (TX)
A669583,303 John Nance Garner in Austin (TX)
A675840,Del Valle (TX)
A669210,Cesar Chavez And N Ih 35 in Austin (TX)
A714075,7605 Compass Dr in Austin (TX)
A715194,1111 Thurgood in Austin (TX)
A692020,500 E Wonsley in Austin (TX)
A732024,10002 Faylin Dr in Austin (TX)
A737292,Austin (TX)
A718799,14500 Deaf Smith in Travis (TX)
A671759,14809 Lucerne in Travis (TX)
A665398,Austin (TX)
A759855,Ventura Drive And Mission Hill Circle in Austin (TX)
A748310,12704 Paloma Blanca in Austin (TX)
A687829,1120 Spur St in Austin (TX)
A667718,7515 Compass Dr in Austin (TX)
A672003,1513 Mearns Meadow in Austin (TX)
A720921,114 Terry Dr in Austin (TX)
A670830,6607 N Interstate Highway 35 in Austin (TX)
A695001,7201 Levander Loop in Austin (TX)
A740628,Austin (TX)
A667344,59 North Dunlap Road in Austin (TX)
A666166,7706 Elroy Rd in Travis (TX)
A558566,Del Valle (TX)
A695033,Riverside And Pleasant Valley in Austin (TX)
A721443,9700 Research Blvd in Austin (TX)
A762255,4501 East Ben White Boulevard in Austin (TX)
A710193,Austin (TX)
A699323,Black Oak And Villa Park in Austin (TX)
A691797,Westgate And Stassney in Austin (TX)
A641779,5006 Heflin Lane in Austin (TX)
A733264,S 973 in Austin (TX)
A754659,Bastrop (TX)
A752808,3663 Bee Cave Rd in Austin (TX)
A665856,Montopolis/183 in Austin (TX)
A702138,1311 Fairbanks in Austin (TX)
A665866,2400 Wickersham in Austin (TX)
A703949,8005 S Fm 973 in Travis (TX)
A704629,Austin (TX)
A756047,Sinton And Crowley in Austin (TX)
A700126,5400 Fence Row in Austin (TX)
A752831,4902 Dove Creek Cv in Austin (TX)
A749182,900 Barton Springs in Austin (TX)
A748048,Austin (TX)
A702564,711 W 7Th St in Austin (TX)
A680421,Crown Ridge Rd And Crown Ridge Path in Austin (TX)
A680873,7006 Appaloosa Ct in Travis (TX)
A715347,Austin (TX)
A731209,Austin (TX)
A681577,Hwy 183 And E Riverside Dr in Austin (TX)
A674283,14100  Thermal Dr in Austin (TX)
A698514,Burnet Rd & W Anderson Ln in Austin (TX)
A742423,Austin (TX)
A671472,Austin (TX)
A726599,Lareina St And Garnett St in Austin (TX)
A547088,Austin (TX)
A708550,18908 Carlisle Castle Ct in Pflugerville (TX)
A696344,6919 Old Post Lp in Austin (TX)
A634845,Austin (TX)
A764402,9601 Middle Fiskville Road in Austin (TX)
A729606,7000 Decker Ln in Austin (TX)
A749707,10017 Pinnacle Crest Loop in Austin (TX)
A681908,Austin (TX)
A712760,3807 Arrow Dr in Austin (TX)
A759925,East Riverside And Pleasant Valley in Austin (TX)
A739207,15008A Fm 812 in Del Valle (TX)
A672493,Austin (TX)
A720638,Austin (TX)
A730133,12113 Metric Blvd in Austin (TX)
A663436,Austin (TX)
A766389,3400 S Fm 620 Road in Austin (TX)
A743840,Austin (TX)
A686783,20309 Crooked Stick Drive in Travis (TX)
A707796,5400 East Ben White Wb in Austin (TX)
A761792,Austin (TX)
A755214,13420 Lyndhurst in Austin (TX)
A717679,Canterbury And Pedernales in Austin (TX)
A686584,Austin (TX)
A695627,32Nd St And Hampton Rd in Austin (TX)
A670462,Austin (TX)
A696632,6801 Breezy Hill Dr in Travis (TX)
A741935,7928 Gessner in Austin (TX)
A731942,East 2Nd And Comal in Austin (TX)
A712299,Austin (TX)
A726428,Austin (TX)
A690007,12508 Esplanade in Austin (TX)
A684501,2212 Santa Rita in Austin (TX)
A725869,8071 North Lamar in Austin (TX)
A753580,Austin (TX)
A701451,Austin (TX)
A730146,194 Mcdowell Rd in Bastrop (TX)
A766117,Athens Street in Manor (TX)
A728666,1016 E Anderson Ln in Austin (TX)
A479137,Austin (TX)
A737038,Austin (TX)
A703066,1405 E M Franklin Ave in Austin (TX)
A677858,Austin (TX)
A735720,5610 Meadow Crest in Austin (TX)
A627950,7201 Duval St.#115 in Austin (TX)
A668499,Garden View And Parliament in Austin (TX)
A665426,8224 Research Blvd #244 in Austin (TX)
A758989,4600 Tiffany Nicole St in Williamson (TX)
A684720,Outside Jurisdiction
A740118,100 Radam in Austin (TX)
A703569,St Johns /Highland Village in Austin (TX)
A697587,Decker Lake Rd & Blue Bluff Rd in Austin (TX)
A734380,4701 Bucks Run in Austin (TX)
A705568,Cypress Ranch Blvd And Texas Bluebell Dr in Travis (TX)
A738797,5106 Lambs Ln in Austin (TX)
A680312,Austin (TX)
A764624,3204 Wickham Ln in Austin (TX)
A695063,S Interstate 35 Frontage in Austin (TX)
A698982,6109 Conti Ct in Austin (TX)
A670786,Fairway And Grove Blvd in Austin (TX)
A734051,4611 Cedargrove Dr in Austin (TX)
A724059,Born In Shelter in Austin (TX)
A766228,1128 Saucedo in Austin (TX)
A751736,18509 Rivertimer Dr in Travis (TX)
A711851,Travis (TX)
A732943,808 Eberhart Ln in Austin (TX)
A711049,1601 E. Slaughter Ln. #83 in Travis (TX)
A590479,Hornsby in Austin (TX)
A700277,1704 Ridgemont in Austin (TX)
A756827,7320 E Ben White Blvd in Austin (TX)
A742604,10200 Quail Valley Blvd in Austin (TX)
A671945,1156 Cesar Chavez in Austin (TX)
A738324,9600 S I H 35 in Austin (TX)
A674166,3805 Avenue B in Austin (TX)
A686014,Fm 973 & Fm 969 in Austin (TX)
A728707,Austin (TX)
A695630,6114 S 1St in Austin (TX)
A739806,S Pleasant Valley Rd And Teri Rd in Austin (TX)
A729510,836 Banister in Austin (TX)
A758188,Austin (TX)
A728623,Del Valle (TX)
A696059,Ben White & Ih 35 in Austin (TX)
A727287,Austin (TX)
A736405,306 W Brady Dr in Austin (TX)
A692192,9307 N. Lamar Blvd in Austin (TX)
A675118,Old Lockhart Hwy & Elm Grove Rd in Mustang Ridge (TX)
A703407,10712 Pratt Ln in Austin (TX)
A620318,8205 Brodie Ln in Austin (TX)
A681422,23393 Nameless Rd in Travis (TX)
A746788,1003 Mckie Dr in Austin (TX)
A679854,5800 Cougar Drive in Austin (TX)
A700150,824 Fairfield Dr in Austin (TX)
A693464,5700 Jfk in Travis (TX)
A698644,Pearce/973 in Del Valle (TX)
A704064,936 East 54Th Street in Austin (TX)
A739269,Austin (TX)
A724535,Austin (TX)
A666220,12034 Research Blvd in Austin (TX)
A683824,8305 Riverstone Dr in Austin (TX)
A721303,2717 E 2Nd St in Austin (TX)
A719056,5701 Ainez in Austin (TX)
A729103,503 Nelray Blvd in Austin (TX)
A708881,1200 East 52Nd Street in Austin (TX)
A705249,Travis (TX)
A722139,Outside Jurisdiction
A702899,15112 Fm 1825 in Pflugerville (TX)
A715489,1412 Norseman Terrace in Austin (TX)
A761522,12251 Running Bird Ln in Austin (TX)
A683546,Travis (TX)
A738024,Travis (TX)
A723868,4201 Mueller Park in Austin (TX)
A676729,15411 Ullman Dr in Austin (TX)
A697308,1303 Corona Drive in Austin (TX)
A678341,13708 Briarcreek Loop in Travis (TX)
A763836,2000 Citation in Travis (TX)
A694765,6001 West Parmer Lane in Austin (TX)
A678839,Austin (TX)
